,Event.ID,daily.count,Event.Date,Source.Name,Source.Sectors,Source.Country,Event.Text,CAMEO.Code,Intensity,Target.Name,Target.Sectors,target.recode,Target.Country,Story.ID,Sentence.Number,Publisher,City,District,Province,Country,Latitude,Longitude
386274,20231426,4,7/13/13,Tourist (Germany),"General Population / Civilian / Social,Social",Germany,Make a visit,42,1.9,Brazil,,NA,Brazil,27362497,6,Agencia EFE - Servi̤o em portugu̻s,Rocinha,Guaraniacu,Estado do Parana,Brazil,-25.1167,-52.85
386326,20231500,4,7/13/13,Brazil,,Brazil,Host a visit,43,2.8,Tourist (Germany),"General Population / Civilian / Social,Social",General Population/Civilian,Germany,27362847,4,Agencia EFE - Servi̤o em portugu̻s,Rocinha,Guaraniacu,Estado do Parana,Brazil,-25.1167,-52.85
386327,20231499,4,7/13/13,Tourist (Germany),"General Population / Civilian / Social,Social",Germany,Make a visit,42,1.9,Brazil,,NA,Brazil,27362847,4,Agencia EFE - Servi̤o em portugu̻s,Rocinha,Guaraniacu,Estado do Parana,Brazil,-25.1167,-52.85
386487,20231677,4,7/13/13,Mercosur,"International Government Organization,Regional,Regional Economic/Financial/Trade IGOs",,Engage in diplomatic cooperation,50,3.5,Guyana,,NA,Guyana,27363168,3,BBC Monitoring Americas,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
386821,20232042,4,7/13/13,Criminal (Brazil),"Dissident,Criminals / Gangs",Brazil,Occupy territory,192,-9.5,Brazil,,NA,Brazil,27364018,1,Folha de Ṣo Paulo,Ibirapuera,Sao Paulo,Estado de Sao Paulo,Brazil,-23.6,-46.6333
386926,20232152,4,7/13/13,Member of the Judiciary (Brazil),"Government,Judicial",Brazil,Criticize or denounce,111,-2,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27364226,6,O Globo,Maceio,Maceio,Estado de Alagoas,Brazil,-9.66583,-35.7353
386927,20232153,4,7/13/13,Member of the Judiciary (Brazil),"Government,Judicial",Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27364226,6,O Globo,Maceio,Maceio,Estado de Alagoas,Brazil,-9.66583,-35.7353
387651,20234075,4,7/14/13,Police (Brazil),"Government,Police",Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27360778,2,EFE News Service,Rocinha,Guaraniacu,Estado do Parana,Brazil,-25.1167,-52.85
387719,20234145,4,7/14/13,Military Police (Brazil),"Government,Military",Brazil,"Arrest, detain, or charge with legal action",173,-5,Men (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27360880,1,O Globo,Itapevi,Itapevi,Estado de Sao Paulo,Brazil,-23.5489,-46.9342
387720,20234146,4,7/14/13,Military Police (Brazil),"Government,Military",Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27360880,1,O Globo,Itapevi,Itapevi,Estado de Sao Paulo,Brazil,-23.5489,-46.9342
387879,20234323,4,7/14/13,Brazil,,Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Spain),"General Population / Civilian / Social,Social",General Population/Civilian,Spain,27361290,3,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
393513,20246960,4,7/17/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27448147,1,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
393753,20247216,4,7/17/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27448667,1,Reuters News,,,,Brazil,-15.8307,-47.6127
393755,20247217,4,7/17/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27448667,2,Reuters News,,,,Brazil,-15.8307,-47.6127
394760,20248310,4,7/17/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Make optimistic comment,13,0.4,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27450634,1,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
397628,20255145,4,7/19/13,Joseph Robinette Biden,"Ideological,Parties,Center Left,Executive Office,(National) Major Party,Government,Executive,Cabinet",United States,Make an appeal or request,20,3,Brazil,,NA,Brazil,27437269,3,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
397629,20255146,4,7/19/13,Joseph Robinette Biden,"Ideological,Parties,Center Left,Executive Office,(National) Major Party,Government,Executive,Cabinet",United States,Express intent to meet or negotiate,36,4,Brazil,,NA,Brazil,27437269,3,Agencia EFE - Servi̤o em portugu̻s,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
398614,20256318,4,7/19/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27439876,1,El Nacional,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
398615,20256317,4,7/19/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27439876,1,El Nacional,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
400487,20259509,4,7/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27436511,1,O Estado de Ṣo Paulo,Sao Jose dos Campos,Sao Jose Dos Campos,Estado de Sao Paulo,Brazil,-23.1794,-45.8869
400488,20259510,4,7/20/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27436511,3,O Estado de Ṣo Paulo,Sao Jose dos Campos,Sao Jose Dos Campos,Estado de Sao Paulo,Brazil,-23.1794,-45.8869
400597,20259621,4,7/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27436748,1,Folha de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
400604,20259628,4,7/20/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,Unidentified/Unspecified,,27436770,6,Folha de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
405111,20269839,4,7/23/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27500481,4,ANSA - Spanish Service (BASP),Aparecida,Sao Luis Do Piaui,Estado do Piaui,Brazil,-6.83333,-41.3333
405842,20270650,4,7/23/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27502351,3,O Estado de Ṣo Paulo,,,,Brazil,-15.8307,-47.6127
406247,20271095,4,7/23/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27503180,1,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
406337,20271191,4,7/23/13,Brazil,,Brazil,Host a visit,43,2.8,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Religious,Holy See,27503334,4,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
406945,20273797,4,7/24/13,Military Police (Brazil),"Military,Government",Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27495258,1,O Globo,Pinheirinho,Toropi,Estado do Rio Grande do Sul,Brazil,-29.4667,-54.4167
408225,20275299,4,7/24/13,Thief (Brazil),"Criminals / Gangs,Dissident",Brazil,"Return, release person(s)",841,7,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27498434,2,Folha de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
408226,20275300,4,7/24/13,Attacker (Brazil),"Criminals / Gangs,Dissident",Brazil,"Return, release person(s)",841,7,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27498434,4,Folha de Ṣo Paulo,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
408748,20275876,4,7/24/13,Dilma Rousseff,"Executive Office,Parties,Far Left,(National) Major Party,Executive,Ideological,Elite,Government",Brazil,Make an appeal or request,20,3,Citizen (Australia),"General Population / Civilian / Social,Social",General Population/Civilian,Australia,27499584,4,Reuters News,Planalto,Crissiumal,Estado do Rio Grande do Sul,Brazil,-27.45,-54.1825
409829,20279167,4,7/25/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make an appeal or request,20,3,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27492040,1,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
410111,20279477,4,7/25/13,Antonio Patriota,"Government,Cabinet,Executive,Foreign Ministry",Brazil,Express intent to meet or negotiate,36,4,Citizen (United States),"General Population / Civilian / Social,Social",General Population/Civilian,United States,27492730,2,PNA (Philippines News Agency),Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
410844,20280263,4,7/25/13,Brazil,,Brazil,"Arrest, detain, or charge with legal action",173,-5,Citizen (Brazil),"General Population / Civilian / Social,Social",General Population/Civilian,Brazil,27494344,2,O Globo,Pinheirinho,Toropi,Estado do Rio Grande do Sul,Brazil,-29.4667,-54.4167
410996,20280428,4,7/25/13,Antonio Patriota,"Government,Cabinet,Executive,Foreign Ministry",Brazil,Express intent to meet or negotiate,36,4,Citizen (United States),"General Population / Civilian / Social,Social",General Population/Civilian,United States,27494719,2,Xinhua News Agency,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
411753,20282842,4,7/26/13,Citizen (Brazil),"General Population / Civilian / Social,Social",Brazil,Demand change in leadership,1041,-5,Governor (Brazil),State Government,Government (General),Brazil,27486215,1,ANSA - Spanish Service (BASP),Paulista,Paulista,Estado de Pernambuco,Brazil,-7.94083,-34.8731
411755,20282843,4,7/26/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,Demonstrate or rally,141,-6.5,Governor (Brazil),State Government,Government (General),Brazil,27486216,2,Agence France-Presse,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
413021,20284368,4,7/26/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Praise or endorse,51,3.4,Government (Brazil),Government,Government (General),Brazil,27489494,5,The New York Times,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
413022,20284369,4,7/26/13,Pope Francis,"National Religious,Social,International Religious,Government,Catholic",Holy See,Make a visit,42,1.9,Other Authorities / Officials (Brazil),Government,Government (General),Brazil,27489494,5,The New York Times,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
418980,20297012,4,7/30/13,Brazil,,Brazil,Host a visit,43,2.8,Costa Rica,,NA,Costa Rica,27547870,2,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
418983,20297006,4,7/30/13,Costa Rica,,Costa Rica,Make a visit,42,1.9,Brazil,,NA,Brazil,27547870,2,Agence France-Presse,,,,Brazil,-15.8307,-47.6127
420095,20298308,4,7/30/13,Brazil,,Brazil,Host a visit,43,2.8,Holy See (Vatican City State),,NA,Holy See,27550484,4,La Nacion,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
420096,20298307,4,7/30/13,Holy See (Vatican City State),,Holy See,Make a visit,42,1.9,Brazil,,NA,Brazil,27550484,4,La Nacion,Rio de Janeiro,Rio De Janeiro,Estado do Rio de Janeiro,Brazil,-22.9028,-43.2075
421344,20301733,4,7/31/13,Protester (Brazil),"Dissident,Protestors / Popular Opposition / Mobs",Brazil,"Protest violently, riot",145,-7.5,Bank (Brazil),Business,Business,Brazil,27543332,4,Agence France-Presse,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
423023,20303640,4,7/31/13,Extremist (Brazil),"Radicals / Extremists / Fundamentalists,Dissident",Brazil,Use unconventional violence,180,-9,Bank (Brazil),"Social,Business",Business,Brazil,27547269,4,Agence France-Presse,Pinheiros,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5673,-46.6923
423024,20303641,4,7/31/13,Extremist (Brazil),"Radicals / Extremists / Fundamentalists,Dissident",Brazil,Use unconventional violence,180,-9,Business (Brazil),"Social,Business",Business,Brazil,27547269,4,Agence France-Presse,Pinheiros,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5673,-46.6923
423030,20303651,4,7/31/13,Extremist (Brazil),"Radicals / Extremists / Fundamentalists,Dissident",Brazil,Use conventional military force,190,-10,Bank (Brazil),"Social,Business",Business,Brazil,27547296,1,Agence France-Presse,Sao Paulo,Sao Paulo,Estado de Sao Paulo,Brazil,-23.5475,-46.6361
423692,20306145,4,8/1/13,Christine Lagarde,"International Government Organization,Global,Ideological,Center Right,Parties,Elite,(National) Major Party,Global Economic/Financial/Trade IGOs",France,Discuss by telephone,41,1,Guido Mantega,"(National) Major Party,Parties,Finance / Economy / Commerce / Trade Ministry,Government,Cabinet,Executive,Ideological,Far Left",Political Party,Brazil,27538873,2,Reuters News,Brasilia,Brasilia,Distrito Federal,Brazil,-15.7797,-47.9297
